trait_type,trait_value,trait_unit,individual_pk,life_stage_general_initial,life_stage_general_final,species_reported,scientific_name
development,14,Days,TRAIND006117,egg,adult,Aphidius_colemani,"Aphidius colemani Viereck, 1912"
development,14,Days,TRAIND006118,egg,adult,Aphidius_colemani,"Aphidius colemani Viereck, 1912"
development,49,Days,TRAIND006119,egg,adult,Aphidius_colemani,"Aphidius colemani Viereck, 1912"
development,44,Days,TRAIND006120,egg,adult,Aphidius_colemani,"Aphidius colemani Viereck, 1912"
development,44,Days,TRAIND006121,egg,adult,Aphidius_colemani,"Aphidius colemani Viereck, 1912"
development,44,Days,TRAIND006122,egg,adult,Aphidius_colemani,"Aphidius colemani Viereck, 1912"
development,44,Days,TRAIND006123,egg,adult,Aphidius_colemani,"Aphidius colemani Viereck, 1912"
development,44,Days,TRAIND006124,egg,adult,Aphidius_colemani,"Aphidius colemani Viereck, 1912"
development,44,Days,TRAIND006125,egg,adult,Aphidius_colemani,"Aphidius colemani Viereck, 1912"
development,44,Days,TRAIND006126,egg,adult,Aphidius_colemani,"Aphidius colemani Viereck, 1912"
development,38,Days,TRAIND006127,egg,adult,Aphidius_colemani,"Aphidius colemani Viereck, 1912"
development,39,Days,TRAIND006128,egg,adult,Aphidius_colemani,"Aphidius colemani Viereck, 1912"
development,39,Days,TRAIND006129,egg,adult,Aphidius_colemani,"Aphidius colemani Viereck, 1912"
development,39,Days,TRAIND006130,egg,adult,Aphidius_colemani,"Aphidius colemani Viereck, 1912"
development,39,Days,TRAIND006131,egg,adult,Aphidius_colemani,"Aphidius colemani Viereck, 1912"
development,39,Days,TRAIND006132,egg,adult,Aphidius_colemani,"Aphidius colemani Viereck, 1912"
development,39,Days,TRAIND006133,egg,adult,Aphidius_colemani,"Aphidius colemani Viereck, 1912"
development,39,Days,TRAIND006134,egg,adult,Aphidius_colemani,"Aphidius colemani Viereck, 1912"
development,39,Days,TRAIND006135,egg,adult,Aphidius_colemani,"Aphidius colemani Viereck, 1912"
development,39,Days,TRAIND006136,egg,adult,Aphidius_colemani,"Aphidius colemani Viereck, 1912"
development,40,Days,TRAIND006137,egg,adult,Aphidius_colemani,"Aphidius colemani Viereck, 1912"
development,40,Days,TRAIND006138,egg,adult,Aphidius_colemani,"Aphidius colemani Viereck, 1912"
development,40,Days,TRAIND006139,egg,adult,Aphidius_colemani,"Aphidius colemani Viereck, 1912"
development,40,Days,TRAIND006140,egg,adult,Aphidius_colemani,"Aphidius colemani Viereck, 1912"
development,40,Days,TRAIND006141,egg,adult,Aphidius_colemani,"Aphidius colemani Viereck, 1912"
development,40,Days,TRAIND006142,egg,adult,Aphidius_colemani,"Aphidius colemani Viereck, 1912"
development,40,Days,TRAIND006143,egg,adult,Aphidius_colemani,"Aphidius colemani Viereck, 1912"
development,40,Days,TRAIND006144,egg,adult,Aphidius_colemani,"Aphidius colemani Viereck, 1912"
development,40,Days,TRAIND006145,egg,adult,Aphidius_colemani,"Aphidius colemani Viereck, 1912"
development,40,Days,TRAIND006146,egg,adult,Aphidius_colemani,"Aphidius colemani Viereck, 1912"
development,40,Days,TRAIND006147,egg,adult,Aphidius_colemani,"Aphidius colemani Viereck, 1912"
development,40,Days,TRAIND006148,egg,adult,Aphidius_colemani,"Aphidius colemani Viereck, 1912"
development,40,Days,TRAIND006149,egg,adult,Aphidius_colemani,"Aphidius colemani Viereck, 1912"
development,40,Days,TRAIND006150,egg,adult,Aphidius_colemani,"Aphidius colemani Viereck, 1912"
development,40,Days,TRAIND006151,egg,adult,Aphidius_colemani,"Aphidius colemani Viereck, 1912"
development,40,Days,TRAIND006152,egg,adult,Aphidius_colemani,"Aphidius colemani Viereck, 1912"
development,40,Days,TRAIND006153,egg,adult,Aphidius_colemani,"Aphidius colemani Viereck, 1912"
development,42,Days,TRAIND006154,egg,adult,Aphidius_colemani,"Aphidius colemani Viereck, 1912"
development,43,Days,TRAIND006155,egg,adult,Aphidius_colemani,"Aphidius colemani Viereck, 1912"
development,43,Days,TRAIND006156,egg,adult,Aphidius_colemani,"Aphidius colemani Viereck, 1912"
development,44,Days,TRAIND006157,egg,adult,Aphidius_colemani,"Aphidius colemani Viereck, 1912"
development,45,Days,TRAIND006158,egg,adult,Aphidius_colemani,"Aphidius colemani Viereck, 1912"
development,45,Days,TRAIND006159,egg,adult,Aphidius_colemani,"Aphidius colemani Viereck, 1912"
development,48,Days,TRAIND006160,egg,adult,Aphidius_colemani,"Aphidius colemani Viereck, 1912"
development,43,Days,TRAIND006161,egg,adult,Aphidius_colemani,"Aphidius colemani Viereck, 1912"
development,42,Days,TRAIND006162,egg,adult,Aphidius_colemani,"Aphidius colemani Viereck, 1912"
development,44,Days,TRAIND006163,egg,adult,Aphidius_colemani,"Aphidius colemani Viereck, 1912"
development,40,Days,TRAIND006164,egg,adult,Aphidius_colemani,"Aphidius colemani Viereck, 1912"
development,40,Days,TRAIND006165,egg,adult,Aphidius_colemani,"Aphidius colemani Viereck, 1912"
development,40,Days,TRAIND006166,egg,adult,Aphidius_colemani,"Aphidius colemani Viereck, 1912"
development,41,Days,TRAIND006167,egg,adult,Aphidius_colemani,"Aphidius colemani Viereck, 1912"
development,40,Days,TRAIND006168,egg,adult,Aphidius_colemani,"Aphidius colemani Viereck, 1912"
development,40,Days,TRAIND006169,egg,adult,Aphidius_colemani,"Aphidius colemani Viereck, 1912"
development,40,Days,TRAIND006170,egg,adult,Aphidius_colemani,"Aphidius colemani Viereck, 1912"
development,38,Days,TRAIND006171,egg,adult,Aphidius_colemani,"Aphidius colemani Viereck, 1912"
development,38,Days,TRAIND006172,egg,adult,Aphidius_colemani,"Aphidius colemani Viereck, 1912"
development,39,Days,TRAIND006173,egg,adult,Aphidius_colemani,"Aphidius colemani Viereck, 1912"
development,39,Days,TRAIND006174,egg,adult,Aphidius_colemani,"Aphidius colemani Viereck, 1912"
development,39,Days,TRAIND006175,egg,adult,Aphidius_colemani,"Aphidius colemani Viereck, 1912"
development,39,Days,TRAIND006176,egg,adult,Aphidius_colemani,"Aphidius colemani Viereck, 1912"
development,39,Days,TRAIND006177,egg,adult,Aphidius_colemani,"Aphidius colemani Viereck, 1912"
development,39,Days,TRAIND006178,egg,adult,Aphidius_colemani,"Aphidius colemani Viereck, 1912"
development,40,Days,TRAIND006179,egg,adult,Aphidius_colemani,"Aphidius colemani Viereck, 1912"
development,40,Days,TRAIND006180,egg,adult,Aphidius_colemani,"Aphidius colemani Viereck, 1912"
development,40,Days,TRAIND006181,egg,adult,Aphidius_colemani,"Aphidius colemani Viereck, 1912"
development,40,Days,TRAIND006182,egg,adult,Aphidius_colemani,"Aphidius colemani Viereck, 1912"
development,40,Days,TRAIND006183,egg,adult,Aphidius_colemani,"Aphidius colemani Viereck, 1912"
development,40,Days,TRAIND006184,egg,adult,Aphidius_colemani,"Aphidius colemani Viereck, 1912"
development,38,Days,TRAIND006185,egg,adult,Aphidius_colemani,"Aphidius colemani Viereck, 1912"
development,38,Days,TRAIND006186,egg,adult,Aphidius_colemani,"Aphidius colemani Viereck, 1912"
development,1,Days,TRAIND008488,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,1,Days,TRAIND008489,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,1,Days,TRAIND008490,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,1,Days,TRAIND008491,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,1,Days,TRAIND008492,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,1,Days,TRAIND008493,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,1,Days,TRAIND008494,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,1,Days,TRAIND008495,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008496,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008497,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008498,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008499,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008500,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008501,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008502,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008503,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008504,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008505,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008506,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008507,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008508,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008509,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008510,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008511,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008512,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008513,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008514,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008515,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008516,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008517,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008518,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008519,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008520,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008521,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008522,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008523,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008524,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008525,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008526,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008527,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008528,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008529,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008530,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008531,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008532,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008533,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008534,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008535,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008536,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008537,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008538,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008539,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008540,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008541,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008542,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008543,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008544,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008545,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008546,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008547,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND008548,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND008549,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND008550,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND008551,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND008552,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND008553,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND008554,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND008555,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND008556,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND008557,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND008558,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND008559,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND008560,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND008561,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND008562,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND008563,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND008564,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND008565,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND008566,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND008567,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND008568,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND008569,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND008570,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND008571,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND008572,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND008573,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND008574,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND008575,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND008576,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND008577,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND008578,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND008579,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND008580,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND008581,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND008582,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND008583,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND008584,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND008585,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND008586,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND008587,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND008588,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND008589,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND008590,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND008591,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND008592,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND008593,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND008594,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND008595,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND008596,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND008597,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND008598,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND008599,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND008600,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND008601,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND008602,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND008603,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND008604,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND008605,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND008606,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND008607,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND008608,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND008609,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND008610,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND008611,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND008612,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND008613,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND008614,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND008615,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND008616,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND008617,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND008618,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND008619,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,4,Days,TRAIND008620,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,4,Days,TRAIND008621,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,4,Days,TRAIND008622,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,4,Days,TRAIND008623,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,4,Days,TRAIND008624,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,4,Days,TRAIND008625,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,4,Days,TRAIND008626,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,4,Days,TRAIND008627,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,4,Days,TRAIND008628,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,4,Days,TRAIND008629,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,4,Days,TRAIND008630,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,4,Days,TRAIND008631,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND008632,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND008633,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND008634,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND008635,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND008636,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND008637,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND008638,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND008639,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND008640,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND008641,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND008642,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND008643,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND008644,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND008645,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND008646,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,6,Days,TRAIND008647,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,6,Days,TRAIND008648,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,6,Days,TRAIND008649,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,6,Days,TRAIND008650,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,6,Days,TRAIND008651,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,7,Days,TRAIND008652,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,7,Days,TRAIND008653,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,7,Days,TRAIND008654,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,7,Days,TRAIND008655,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,7,Days,TRAIND008656,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,7,Days,TRAIND008657,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,7,Days,TRAIND008658,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,7,Days,TRAIND008659,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,8,Days,TRAIND008660,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,8,Days,TRAIND008661,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,8,Days,TRAIND008662,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,8,Days,TRAIND008663,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,8,Days,TRAIND008664,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,9,Days,TRAIND008665,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,10,Days,TRAIND008666,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,11,Days,TRAIND008667,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,12,Days,TRAIND008668,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,13,Days,TRAIND008669,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,1,Days,TRAIND008670,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,1,Days,TRAIND008671,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,1,Days,TRAIND008672,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,1,Days,TRAIND008673,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,1,Days,TRAIND008674,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,1,Days,TRAIND008675,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,1,Days,TRAIND008676,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,1,Days,TRAIND008677,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,1,Days,TRAIND008678,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,1,Days,TRAIND008679,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,1,Days,TRAIND008680,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,1,Days,TRAIND008681,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,1,Days,TRAIND008682,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,1,Days,TRAIND008683,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,1,Days,TRAIND008684,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008685,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008686,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008687,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008688,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008689,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008690,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008691,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
